"","sampleid","processid","fieldid","phylum","class","order","family","subfamily","genus","species","uri","extrainfo","lat","long","collectiondate","fk_marker","nucraw_length","code"
"101","DHJPAR0013274","ASBRD090-07","99-SRNP-19021","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Diolcogaster","Diolcogaster Choi112","BOLD:AAD3978","malaise-trapped",10.8439,-85.6138,"1999-05-17","1",657,"ASMGJ"
"102","DHJPAR0013144","ASBRD113-07","99-SRNP-19044","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Pseudapanteles","Pseudapanteles hernanbravoi","BOLD:AAK9744","malaise-trapped",10.8439,-85.6138,"1999-04-19","1",657,"ASMGJ"
"103","DHJPAR0013252","ASBRD115-07","99-SRNP-19048","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Hypomicrogaster","Hypomicrogaster OVRGDHJ06","BOLD:ABX5732","malaise-trapped",10.8439,-85.6138,"1999-01-18","1",657,"ASMGJ"
"104","DHJPAR0013350","ASBRD123-07","99-SRNP-19059","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Xanthomicrogaster","Xanthomicrogaster Janzen02","BOLD:AAW7463","malaise-trapped",10.8439,-85.6138,"1999-01-11","1",657,"ASMGJ"
"105","DHJPAR0013023","ASBRD126-07","99-SRNP-19063","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Apanteles","Apanteles juancarrilloi","BOLD:AAC8420","malaise-trapped",10.8439,-85.6138,"1999-10-19","1",657,"ASMGJ"
"106","DHJPAR0013332","ASBRD131-07","99-SRNP-19070","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Microplitis","Microplitis espinachi","BOLD:AAA9772","malaise-trapped",10.8439,-85.6138,"1999-05-24","1",657,"ASMGJ"
"107","DHJPAR0013379","ASBRD140-07","00-SRNP-23872","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Glyptapanteles","Glyptapanteles Whitfield183","BOLD:AAI7282","malaise-trapped",10.8439,-85.6138,"2000-05-22","1",657,"ASMGJ"
"108","DHJPAR0013324","ASBRD156-07","00-SRNP-23896","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Microplitis","Microplitis figueresi","BOLD:ABY7274","malaise-trapped",10.8439,-85.6138,"2000-06-05","1",657,"ASMGJ"
"109","DHJPAR0013381","ASBRD158-07","00-SRNP-23898","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Cotesia","Cotesia scotti","BOLD:AAB9141","malaise-trapped",10.8439,-85.6138,"2000-03-13","1",657,"ASMGJ"
"110","DHJPAR0013071","ASBRD172-07","00-SRNP-23914","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Apanteles","Apanteles mariatorrentesae","BOLD:ACF3757","malaise-trapped",10.8439,-85.6138,"2000-04-24","1",657,"ASMGJ"
"111","DHJPAR0013054","ASBRD175-07","00-SRNP-23918","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Apanteles","Apanteles Rodriguez210","BOLD:AAN1872","malaise-trapped",10.8439,-85.6138,"2000-04-24","1",657,"ASMGJ"
"112","DHJPAR0013312","ASBRD197-07","00-SRNP-23940","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Janhalacaste","Janhalacaste winnieae","BOLD:AAK0117","malaise-trapped",10.8439,-85.6138,"2000-04-10","1",657,"ASMGJ"
"113","DHJPAR0013087","ASBRD202-07","00-SRNP-23945","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Apanteles","Apanteles Rodriguez178","BOLD:AAK1722","malaise-trapped",10.8439,-85.6138,"2000-04-10","1",626,"ASMGJ"
"114","DHJPAR0013251","ASBRD221-07","97-SRNP-11568","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Hypomicrogaster","Hypomicrogaster OVRGDHJ03","BOLD:ACF0511","malaise-trapped",10.8514,-85.608,"1997-09-08","1",657,"ASMGJ"
"115","DHJPAR0013357","ASBRD222-07","98-SRNP-16105","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Glyptapanteles","Glyptapanteles andybennetti","BOLD:AAE7164","malaise-trapped",10.8514,-85.608,"1998-01-05","1",656,"ASMGJ"
"116","DHJPAR0013311","ASBRD226-07","98-SRNP-16112","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Diolcogaster","Diolcogaster Choi58","BOLD:AAC2295","malaise-trapped",10.8514,-85.608,"1998-03-09","1",657,"ASMGJ"
"117","DHJPAR0013238","ASBRD229-07","98-SRNP-16117","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Pseudapanteles","Pseudapanteles soniapicadoae","BOLD:AAX8739","malaise-trapped",10.8514,-85.608,"1998-02-23","1",657,"ASMGJ"
"118","DHJPAR0013173","ASBRD235-07","98-SRNP-16127","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Dolichogenidea","Dolichogenidea Rodriguez164","BOLD:AAF7659","malaise-trapped",10.8514,-85.608,"1998-02-16","1",657,"ASMGJ"
"119","DHJPAR0013377","ASBRD243-07","99-SRNP-19085","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Glyptapanteles","Glyptapanteles Whitfield139","BOLD:AAY0767","malaise-trapped",10.8514,-85.608,"1999-12-06","1",657,"ASMGJ"
"120","DHJPAR0013237","ASBRD275-07","00-SRNP-23977","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Dolichogenidea","Dolichogenidea Janzen8650","BOLD:AAX8650","malaise-trapped",10.8514,-85.608,"2000-01-24","1",611,"ASMGJ"
"121","DHJPAR0013296","ASBRD280-07","00-SRNP-23984","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Diolcogaster","Diolcogaster Choi97","BOLD:AAD7186","malaise-trapped",10.8514,-85.608,"2000-01-17","1",657,"ASMGJ"
"122","DHJPAR0013119","ASBRD281-07","00-SRNP-23985","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Apanteles","Apanteles franciscopizarroi","BOLD:AAK1643","malaise-trapped",10.8514,-85.608,"2000-01-17","1",657,"ASMGJ"
"123","DHJPAR0013121","ASBRD287-07","00-SRNP-23993","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Apanteles","Apanteles Whitfield305","BOLD:AAK1646","malaise-trapped",10.8514,-85.608,"2000-05-22","1",658,"ASMGJ"
"124","DHJPAR0013291","ASBRD292-07","00-SRNP-23998","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Diolcogaster","Diolcogaster Janzen03","BOLD:AAF5712","malaise-trapped",10.8514,-85.608,"2000-04-24","1",657,"ASMGJ"
"125","DHJPAR0013122","ASBRD294-07","00-SRNP-24001","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Dolichogenidea","Dolichogenidea Rodriguez195","BOLD:AAM5088","malaise-trapped",10.8514,-85.608,"2000-02-07","1",657,"ASMGJ"
"126","DHJPAR0013327","ASBRD301-07","00-SRNP-24009","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Snellenius","Snellenius vickifunkae","BOLD:AAH2836","malaise-trapped",10.8514,-85.608,"2000-02-07","1",657,"ASMGJ"
"127","DHJPAR0013421","ASBRD328-07","07-SRNP-15061","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Apanteles","Apanteles Rodriguez175","BOLD:AAK1721","malaise-trapped",10.8514,-85.608,"2007-06-05","1",657,"ASMGJ"
"128","DHJPAR0013401","ASBRD331-07","98-SRNP-16133","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Glyptapanteles","Glyptapanteles Whitfield161","BOLD:AAI7272","malaise-trapped",10.9333,-85.4573,"1998-12-14","1",657,"ASMGJ"
"129","DHJPAR0013402","ASBRD336-07","98-SRNP-16138","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Glyptapanteles","Glyptapanteles Whitfield122","BOLD:AAD9730","malaise-trapped",10.9333,-85.4573,"1998-10-26","1",657,"ASMGJ"
"130","DHJPAR0013526","ASBRD347-07","98-SRNP-16149","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Pseudapanteles","Pseudapanteles analorenaguevarae","BOLD:AAK9737","malaise-trapped",10.9333,-85.4573,"1998-08-31","1",649,"ASMGJ"
"131","DHJPAR0013525","ASBRD351-07","98-SRNP-16153","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Glyptapanteles","Glyptapanteles Whitfield137","BOLD:AAI7289","malaise-trapped",10.9333,-85.4573,"1998-10-26","1",522,"ASMGJ"
"132","DHJPAR0013517","ASBRD356-07","99-SRNP-19118","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Glyptapanteles","Glyptapanteles Whitfield99","BOLD:AAD9471","malaise-trapped",10.9333,-85.4573,"1999-05-17","1",572,"ASMGJ"
"133","DHJPAR0013512","ASBRD358-07","99-SRNP-19120","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Parapanteles","Parapanteles Whitfield86","BOLD:AAE6857","malaise-trapped",10.9333,-85.4573,"1999-09-13","1",657,"ASMGJ"
"134","DHJPAR0013435","ASBRD359-07","99-SRNP-19121","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Glyptapanteles","Glyptapanteles Whitfield85","BOLD:ABY9810","malaise-trapped",10.9333,-85.4573,"1999-05-03","1",657,"ASMGJ"
"135","DHJPAR0013437","ASBRD363-07","99-SRNP-19125","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Glyptapanteles","Glyptapanteles Whitfield136","BOLD:AAY0768","malaise-trapped",10.9333,-85.4573,"1999-08-30","1",657,"ASMGJ"
"136","DHJPAR0013434","ASBRD364-07","99-SRNP-19126","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Glyptapanteles","Glyptapanteles Whitfield117","BOLD:ABX6003","malaise-trapped",10.9333,-85.4573,"1999-05-18","1",657,"ASMGJ"
"137","DHJPAR0013110","ASBRD369-07","99-SRNP-19131","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Apanteles","Apanteles vannesabrenesaeDHJ02","BOLD:AAC1179","malaise-trapped",10.9333,-85.4573,"1999-05-24","1",629,"ASMGJ"
"138","DHJPAR0013446","ASBRD371-07","99-SRNP-19133","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Parapanteles","Parapanteles Whitfield83","BOLD:AAL3409","malaise-trapped",10.9333,-85.4573,"1999-05-10","1",657,"ASMGJ"
"139","DHJPAR0013308","ASBRD415-07","99-SRNP-19179","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Diolcogaster","Diolcogaster Choi89","BOLD:AAD6988","malaise-trapped",10.9333,-85.4573,"1999-09-06","1",657,"ASMGJ"
"140","DHJPAR0013468","ASBRD420-07","99-SRNP-19184","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Hypomicrogaster","Hypomicrogaster Whitfield35","BOLD:AAX2124","malaise-trapped",10.9333,-85.4573,"1999-09-28","1",568,"ASMGJ"
"141","DHJPAR0013501","ASBRD445-07","99-SRNP-19212","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Parapanteles","Parapanteles Whitfield98","BOLD:AAL3393","malaise-trapped",10.9333,-85.4573,"1999-07-05","1",657,"ASMGJ"
"142","DHJPAR0013232","ASBRD446-07","99-SRNP-19213","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Dolichogenidea","Dolichogenidea Janzen47","BOLD:AAI9742","malaise-trapped",10.9333,-85.4573,"1999-07-26","1",657,"ASMGJ"
"143","DHJPAR0013456","ASBRD460-07","99-SRNP-19227","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Parapanteles","Parapanteles Whitfield88","BOLD:AAX1179","malaise-trapped",10.9333,-85.4573,"1999-04-06","1",594,"ASMGJ"
"144","DHJPAR0013475","ASBRD471-07","99-SRNP-19238","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Glyptapanteles","Glyptapanteles sondrawardae","BOLD:AAA3077","malaise-trapped",10.9333,-85.4573,"1999-05-25","1",657,"ASMGJ"
"145","DHJPAR0013485","ASBRD482-07","00-SRNP-24046","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Apanteles","Apanteles ciriloumanaiDHJ02","BOLD:AAK1717","malaise-trapped",10.9333,-85.4573,"2000-04-03","1",657,"ASMGJ"
"146","DHJPAR0013352","ASBRD497-07","98-SRNP-16170","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Glyptapanteles","Glyptapanteles ilarisaaksjarvi","BOLD:AAA4794","malaise-trapped",11.03,-85.527,"1998-08-10","1",657,"ASMGJ"
"147","DHJPAR0013351","ASBRD503-07","07-SRNP-15073","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Cotesia","Cotesia Whitfield82","BOLD:AAI9077","malaise-trapped",10.8439,-85.6138,"2007-05-01","1",657,"ASMGJ"
"148","DHJPAR0024668","ASHYA007-08","98-SRNP-16178","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Diolcogaster","Diolcogaster Choi107","BOLD:AAA1223","malaise-trapped",10.8514,-85.608,"1998-01-19","1",657,"ASHYA"
"149","DHJPAR0024710","ASHYA049-08","99-SRNP-19278","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Dolichogenidea","Dolichogenidea Janzen39","BOLD:AAI9740","malaise-trapped",10.8439,-85.6138,"1999-02-01","1",657,"ASHYA"
"150","DHJPAR0024715","ASHYA054-08","99-SRNP-19283","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Apanteles","Apanteles josediazi","BOLD:AAK1654","malaise-trapped",10.8439,-85.6138,"1999-08-02","1",657,"ASHYA"
"151","DHJPAR0024717","ASHYA056-08","99-SRNP-19285","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Diolcogaster","Diolcogaster Choi5983","BOLD:AAM5983","malaise-trapped",10.8439,-85.6138,"1999-01-25","1",406,"ASHYA"
"152","DHJPAR0024724","ASHYA063-08","00-SRNP-24073","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Apanteles","Apanteles rogerblancoi","BOLD:AAJ1389","malaise-trapped",10.8439,-85.6138,"2000-05-08","1",657,"ASHYA"
"153","DHJPAR0024741","ASHYA080-08","98-SRNP-16207","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Diolcogaster","Diolcogaster Choi98","BOLD:AAX9674","malaise-trapped",11.03,-85.527,"1998-10-12","1",657,"ASHYA"
"154","DHJPAR0024748","ASHYA087-08","99-SRNP-19293","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Cotesia","Cotesia Whitfield97","BOLD:ABZ7618","malaise-trapped",10.9333,-85.4573,"1999-12-13","1",657,"ASHYA"
"155","DHJPAR0024758","ASHYA097-08","07-SRNP-66220","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Glyptapanteles","Glyptapanteles Whitfield158","BOLD:AAD1809","malaise-trapped",10.9004,-85.3725,"2007-08-08","1",656,"ASHYA"
"156","DHJPAR0024764","ASHYA103-08","07-SRNP-66226","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Glyptapanteles","Glyptapanteles stephaniekirkae","BOLD:AAA4243","malaise-trapped",10.9004,-85.3725,"2007-08-08","1",657,"ASHYA"
"157","DHJPAR0024768","ASHYA107-08","07-SRNP-66230","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Diolcogaster","Diolcogaster Choi106","BOLD:AAA1265","malaise-trapped",10.9004,-85.3725,"2007-08-08","1",657,"ASHYA"
"158","DHJPAR0024775","ASHYA114-08","07-SRNP-66237","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Glyptapanteles","Glyptapanteles scottshawi","BOLD:AAA2958","malaise-trapped",10.9004,-85.3725,"2007-08-08","1",657,"ASHYA"
"159","DHJPAR0024784","ASHYA123-08","07-SRNP-66246","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Hypomicrogaster","Hypomicrogaster Whitfield49","BOLD:AAE1349","malaise-trapped",10.9004,-85.3725,"2007-09-14","1",657,"ASHYA"
"160","DHJPAR0024791","ASHYA130-08","07-SRNP-66253","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Diolcogaster","Diolcogaster Choi94","BOLD:AAD9754","malaise-trapped",10.9004,-85.3725,"2007-10-08","1",657,"ASHYA"
"161","DHJPAR0024792","ASHYA131-08","07-SRNP-66254","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Promicrogaster","Promicrogaster daretrizoi","BOLD:AAA7171","malaise-trapped",10.9004,-85.3725,"2007-10-08","1",657,"ASHYA"
"162","DHJPAR0024804","ASHYA143-08","07-SRNP-66266","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Glyptapanteles","Glyptapanteles Whitfield145","BOLD:AAD1805","malaise-trapped",10.9004,-85.3725,"2007-09-20","1",657,"ASHYA"
"163","DHJPAR0024807","ASHYA146-08","07-SRNP-66269","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Pseudapanteles","Pseudapanteles margaritapenonae","BOLD:AAA2445","malaise-trapped",10.9004,-85.3725,"2007-06-16","1",657,"ASHYA"
"164","DHJPAR0024808","ASHYA147-08","07-SRNP-66270","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Glyptapanteles","Glyptapanteles Whitfield311","BOLD:AAB2334","malaise-trapped",10.9004,-85.3725,"2007-12-13","1",657,"ASHYA"
"165","DHJPAR0024815","ASHYA154-08","07-SRNP-66277","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Diolcogaster","Diolcogaster Choi59","BOLD:AFD8506","malaise-trapped",10.9004,-85.3725,"2007-09-26","1",657,"ASHYA"
"166","DHJPAR0024831","ASHYA170-08","07-SRNP-66293","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Glyptapanteles","Glyptapanteles Whitfield141","BOLD:AAA2816","malaise-trapped",10.9004,-85.3725,"2007-08-15","1",645,"ASHYA"
"167","DHJPAR0024845","ASHYA184-08","07-SRNP-66307","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Xanthomicrogaster","Xanthomicrogaster Whitfield07","BOLD:AAB9659","malaise-trapped",10.9004,-85.3725,"2007-08-15","1",657,"ASHYA"
"168","DHJPAR0024860","ASHYA199-08","07-SRNP-66322","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Apanteles","Apanteles humbertolopezi","BOLD:AAE8607","malaise-trapped",10.9004,-85.3725,"2007-08-27","1",657,"ASHYA"
"169","DHJPAR0024867","ASHYA206-08","07-SRNP-66329","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Glyptapanteles","Glyptapanteles Whitfield113DHJ01","BOLD:AAA4564","malaise-trapped",10.9004,-85.3725,"2007-08-27","1",657,"ASHYA"
"170","DHJPAR0024879","ASHYA218-08","07-SRNP-66341","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Glyptapanteles","Glyptapanteles Whitfield124","BOLD:AAF8487","malaise-trapped",10.9004,-85.3725,"2007-08-27","1",657,"ASHYA"
"171","DHJPAR0024890","ASHYA229-08","07-SRNP-66352","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Apanteles","Apanteles robertmontanoi","BOLD:AAJ1523","malaise-trapped",10.9004,-85.3725,"2007-08-27","1",657,"ASHYA"
"172","DHJPAR0024893","ASHYA232-08","07-SRNP-66355","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Diolcogaster","Diolcogaster Choi105","BOLD:AAF5711","malaise-trapped",10.9004,-85.3725,"2007-10-02","1",657,"ASHYA"
"173","DHJPAR0024909","ASHYA248-08","07-SRNP-66371","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Apanteles","Apanteles marcogonzalezi","BOLD:AAC1160","malaise-trapped",10.9004,-85.3725,"2007-11-25","1",657,"ASHYA"
"174","DHJPAR0024922","ASHYA261-08","07-SRNP-66384","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Apanteles","Apanteles carloszunigai","BOLD:AAF7727","malaise-trapped",10.9004,-85.3725,"2007-07-10","1",657,"ASHYA"
"175","DHJPAR0024924","ASHYA263-08","07-SRNP-66386","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Apanteles","Apanteles carlosguadamuzi","BOLD:ABX5981","malaise-trapped",10.9004,-85.3725,"2007-08-21","1",657,"ASHYA"
"176","DHJPAR0024941","ASHYA280-08","07-SRNP-66403","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Glyptapanteles","Glyptapanteles Whitfield119","BOLD:AAD1798","malaise-trapped",10.9004,-85.3725,"2007-08-21","1",630,"ASHYA"
"177","DHJPAR0024993","ASHYA332-08","07-SRNP-66455","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Glyptapanteles","Glyptapanteles Whitfield148","BOLD:AAC8957","malaise-trapped",10.9004,-85.3725,"2007-11-19","1",657,"ASHYA"
"178","DHJPAR0024997","ASHYA336-08","07-SRNP-66459","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Glyptapanteles","Glyptapanteles Whitfield143","BOLD:AAY0746","malaise-trapped",10.9004,-85.3725,"2007-07-22","1",657,"ASHYA"
"179","DHJPAR0025042","ASHYA381-08","07-SRNP-66504","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Glyptapanteles","Glyptapanteles Whitfield126","BOLD:AAD6535","malaise-trapped",10.9004,-85.3725,"2007-07-16","1",645,"ASHYA"
"180","DHJPAR0025051","ASHYA390-08","07-SRNP-66513","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Glyptapanteles","Glyptapanteles Whitfield8233","BOLD:AAF8233","malaise-trapped",10.9004,-85.3725,"2007-07-28","1",657,"ASHYA"
"181","DHJPAR0025065","ASHYA404-08","07-SRNP-66527","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Papanteles","Papanteles peckorum","BOLD:AAB6336","malaise-trapped",10.9004,-85.3725,"2007-06-22","1",657,"ASHYA"
"182","DHJPAR0025099","ASHYA438-08","07-SRNP-66561","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Glyptapanteles","Glyptapanteles Whitfield259","BOLD:AAB7568","malaise-trapped",10.9004,-85.3725,"2007-06-05","1",657,"ASHYA"
"183","DHJPAR0025107","ASHYA446-08","07-SRNP-66569","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Glyptapanteles","Glyptapanteles charlesporteri","BOLD:ACE4337","malaise-trapped",10.9004,-85.3725,"2007-12-13","1",657,"ASHYA"
"184","DHJPAR0025120","ASHYA459-08","07-SRNP-66582","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Fornicia","Fornicia Janzen04","BOLD:ACF1747","malaise-trapped",10.9004,-85.3725,"2007-07-04","1",657,"ASHYA"
"185","DHJPAR0025145","ASHYA484-08","07-SRNP-66607","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Glyptapanteles","Glyptapanteles Whitfield146","BOLD:AAI7279","malaise-trapped",10.9004,-85.3725,"2007-07-01","1",657,"ASHYA"
"186","DHJPAR0025176","ASHYA515-08","07-SRNP-66638","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Glyptapanteles","Glyptapanteles Whitfield133","BOLD:AAB2436","malaise-trapped",10.9004,-85.3725,"2007-07-04","1",657,"ASHYA"
"187","DHJPAR0025187","ASHYA526-08","07-SRNP-66649","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Apanteles","Apanteles Rodriguez190","BOLD:AAF7717","malaise-trapped",10.9004,-85.3725,"2007-07-04","1",657,"ASHYA"
"188","DHJPAR0025231","ASHYA570-08","07-SRNP-66693","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Glyptapanteles","Glyptapanteles Whitfield140","BOLD:ACE9183","malaise-trapped",10.9004,-85.3725,"2007-07-22","1",656,"ASHYA"
"189","DHJPAR0025242","ASHYA581-08","07-SRNP-66704","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Dolichogenidea","Dolichogenidea Janzen49","BOLD:AAC5949","malaise-trapped",10.9004,-85.3725,"2007-10-26","1",656,"ASHYA"
"190","DHJPAR0025243","ASHYA582-08","07-SRNP-66705","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Hypomicrogaster","Hypomicrogaster luisi","BOLD:AER4623","malaise-trapped",10.9004,-85.3725,"2007-10-26","1",656,"ASHYA"
"191","DHJPAR0025244","ASHYA583-08","07-SRNP-66706","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Parapanteles","Parapanteles Whitfield100","BOLD:AAA8869","malaise-trapped",10.9004,-85.3725,"2007-10-26","1",656,"ASHYA"
"192","DHJPAR0025256","ASHYA595-08","07-SRNP-66718","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Apanteles","Apanteles waldymedinai","BOLD:AAJ1445","malaise-trapped",10.9004,-85.3725,"2007-12-07","1",656,"ASHYA"
"193","DHJPAR0025264","ASHYA603-08","07-SRNP-66726","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Hypomicrogaster","Hypomicrogaster Whitfield38","BOLD:AAX2165","malaise-trapped",10.9004,-85.3725,"2007-12-19","1",656,"ASHYA"
"194","DHJPAR0025273","ASHYA612-08","07-SRNP-66735","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Fornicia","Fornicia Janzen05","BOLD:AAE0967","malaise-trapped",10.9004,-85.3725,"2007-06-10","1",656,"ASHYA"
"195","DHJPAR0025314","ASHYA653-08","07-SRNP-66776","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Glyptapanteles","Glyptapanteles Whitfield182","BOLD:AAA4565","malaise-trapped",10.9004,-85.3725,"2007-06-16","1",656,"ASHYA"
"196","DHJPAR0025347","ASHYA686-08","07-SRNP-66809","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Glyptapanteles","Glyptapanteles Whitfield111","BOLD:AAC6257","malaise-trapped",10.9004,-85.3725,"2007-09-26","1",657,"ASHYA"
"197","DHJPAR0025348","ASHYA687-08","07-SRNP-66810","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Apanteles","Apanteles Rodriguez177","BOLD:AAJ1403","malaise-trapped",10.9004,-85.3725,"2007-09-26","1",645,"ASHYA"
"198","DHJPAR0025351","ASHYA690-08","07-SRNP-66813","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Promicrogaster","Promicrogaster pablouzagaiDHJ02","BOLD:AAC9678","malaise-trapped",10.9004,-85.3725,"2007-09-26","1",657,"ASHYA"
"199","DHJPAR0025352","ASHYA691-08","07-SRNP-66814","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Dolichogenidea","Dolichogenidea Rodriguez187","BOLD:AAD6850","malaise-trapped",10.9004,-85.3725,"2007-07-28","1",632,"ASHYA"
"200","DHJPAR0025356","ASHYA695-08","07-SRNP-66818","Arthropoda","Insecta","Hymenoptera","Braconidae","Microgastrinae","Dolichogenidea","Dolichogenidea Janzen53","BOLD:AAC7481","malaise-trapped",10.9009,-85.2891,"2007-09-27","1",634,"ASHYA"
